Entity,Code,Day,p_proj_all_ages
Albania,ALB,2020-01-31,-10.16
Albania,ALB,2020-02-29,2.88
Albania,ALB,2020-03-31,1.31
Albania,ALB,2020-04-30,4.04
Albania,ALB,2020-05-31,7
Albania,ALB,2020-06-30,10.22
Albania,ALB,2020-07-31,23.69
Albania,ALB,2020-08-31,46.11
Albania,ALB,2020-09-30,30.55
Albania,ALB,2020-10-31,45.55
Albania,ALB,2020-11-30,120.15
Albania,ALB,2020-12-31,54.6
Albania,ALB,2021-01-31,23.56
Albania,ALB,2021-02-28,92.8
Albania,ALB,2021-03-31,75.63
Albania,ALB,2021-04-30,39.88
Albania,ALB,2021-05-31,11.52
Albania,ALB,2021-06-30,13.21
Albania,ALB,2021-07-31,4.2
Albania,ALB,2021-08-31,23.08
Albania,ALB,2021-09-30,65.57
Albania,ALB,2021-10-31,55.43
Albania,ALB,2021-11-30,43.53
Albania,ALB,2021-12-31,36.79
Albania,ALB,2022-01-31,35.83
Albania,ALB,2022-02-28,40.95
Albania,ALB,2022-03-31,-3.38
Albania,ALB,2022-04-30,-1.04
Albania,ALB,2022-05-31,-0.05
Albania,ALB,2022-06-30,-4.42
Albania,ALB,2022-07-31,14.12
Albania,ALB,2022-08-31,11.3
Albania,ALB,2022-09-30,-16.11
Albania,ALB,2022-10-31,1.59
Albania,ALB,2022-11-30,-3.99
Albania,ALB,2022-12-31,-22.05
Albania,ALB,2023-01-31,-10.72
Albania,ALB,2023-02-28,-2.97
Albania,ALB,2023-03-31,-22.91
Albania,ALB,2023-04-30,-3.33
Albania,ALB,2023-05-31,0.52
Albania,ALB,2023-06-30,-18.08
Albania,ALB,2023-07-31,14.76
Albania,ALB,2023-08-31,1.2
Albania,ALB,2023-09-30,-12.99
Algeria,DZA,2020-01-31,-2.49
Algeria,DZA,2020-02-29,-0.61
Algeria,DZA,2020-03-31,0.3
Algeria,DZA,2020-04-30,1.07
Algeria,DZA,2020-05-31,-0.11
Algeria,DZA,2020-06-30,24.94
Algeria,DZA,2020-07-31,110.72
Algeria,DZA,2020-08-31,53.42
Algeria,DZA,2020-09-30,19.15
Algeria,DZA,2020-10-31,22.03
Algeria,DZA,2020-11-30,68.24
Algeria,DZA,2020-12-31,29.47
Andorra,AND,2020-01-31,-1.73
Andorra,AND,2020-02-29,32.14
Andorra,AND,2020-03-31,23.46
Andorra,AND,2020-04-30,145.9
Andorra,AND,2020-05-31,66.67
Andorra,AND,2020-06-30,0.78
Andorra,AND,2020-07-31,5.84
Andorra,AND,2020-08-31,-24.6
Andorra,AND,2020-09-30,7.14
Andorra,AND,2020-10-31,86.13
Andorra,AND,2020-11-30,-27.48
Andorra,AND,2020-12-31,31.41
Andorra,AND,2021-01-31,48.15
Andorra,AND,2021-02-28,26.32
Andorra,AND,2021-03-31,-20.97
Andorra,AND,2021-04-30,72.69
Andorra,AND,2021-05-31,44.8
Andorra,AND,2021-06-30,-27.76
Andorra,AND,2021-07-31,3.94
Andorra,AND,2021-08-31,8.95
Andorra,AND,2021-09-30,1.17
Andorra,AND,2021-10-31,-3.23
Andorra,AND,2021-11-30,-2.62
Andorra,AND,2021-12-31,32.49
Antigua and Barbuda,ATG,2020-01-31,6.61
Antigua and Barbuda,ATG,2020-02-29,-15.32
Antigua and Barbuda,ATG,2020-03-31,0.17
Antigua and Barbuda,ATG,2020-04-30,-0.61
Antigua and Barbuda,ATG,2020-05-31,1.76
Antigua and Barbuda,ATG,2020-06-30,-17.81
Antigua and Barbuda,ATG,2020-07-31,-2.34
Antigua and Barbuda,ATG,2020-08-31,-25.55
Antigua and Barbuda,ATG,2020-09-30,-14.29
Antigua and Barbuda,ATG,2020-10-31,-11.5
Antigua and Barbuda,ATG,2020-11-30,-7.02
Antigua and Barbuda,ATG,2020-12-31,-20.16
Antigua and Barbuda,ATG,2021-01-31,15.23
Antigua and Barbuda,ATG,2021-02-28,18.88
Antigua and Barbuda,ATG,2021-03-31,-10.71
Antigua and Barbuda,ATG,2021-04-30,-1.96
Antigua and Barbuda,ATG,2021-05-31,-12.88
Antigua and Barbuda,ATG,2021-06-30,-26.14
Antigua and Barbuda,ATG,2021-07-31,12.7
Antigua and Barbuda,ATG,2021-08-31,-22.7
Antigua and Barbuda,ATG,2021-09-30,91.88
Antigua and Barbuda,ATG,2021-10-31,-55.33
Antigua and Barbuda,ATG,2021-11-30,17.65
Antigua and Barbuda,ATG,2021-12-31,-24.71
Argentina,ARG,2020-01-31,-2.55
Argentina,ARG,2020-02-29,2.21
Argentina,ARG,2020-03-31,0.11
Argentina,ARG,2020-04-30,-4.06
Argentina,ARG,2020-05-31,-8.49
Argentina,ARG,2020-06-30,-14.65
Argentina,ARG,2020-07-31,2.41
Argentina,ARG,2020-08-31,16.59
Argentina,ARG,2020-09-30,38.3
Argentina,ARG,2020-10-31,45.2
Argentina,ARG,2020-11-30,36.25
Argentina,ARG,2020-12-31,19.65
Argentina,ARG,2021-01-31,30.69
Argentina,ARG,2021-02-28,23.46
Argentina,ARG,2021-03-31,23.07
Argentina,ARG,2021-04-30,54.07
Argentina,ARG,2021-05-31,75.38
Argentina,ARG,2021-06-30,54.1
Argentina,ARG,2021-07-31,27.51
Argentina,ARG,2021-08-31,16.28
Argentina,ARG,2021-09-30,0.37
Argentina,ARG,2021-10-31,2.76
Argentina,ARG,2021-11-30,5.57
Argentina,ARG,2021-12-31,16.02
Armenia,ARM,2020-01-31,-0.73
Armenia,ARM,2020-02-29,8.73
Armenia,ARM,2020-03-31,-0.86
Armenia,ARM,2020-04-30,3.72
Armenia,ARM,2020-05-31,-0.46
Armenia,ARM,2020-06-30,48.15
Armenia,ARM,2020-07-31,35.28
Armenia,ARM,2020-08-31,8.47
Armenia,ARM,2020-09-30,22.28
Armenia,ARM,2020-10-31,84.04
Armenia,ARM,2020-11-30,178.61
Armenia,ARM,2020-12-31,89.69
Armenia,ARM,2021-01-31,18.68
Armenia,ARM,2021-02-28,10.35
Armenia,ARM,2021-03-31,25.45
Armenia,ARM,2021-04-30,65.44
Armenia,ARM,2021-05-31,27.48
Armenia,ARM,2021-06-30,21.21
Armenia,ARM,2021-07-31,14.49
Armenia,ARM,2021-08-31,18.3
Armenia,ARM,2021-09-30,57.7
Armenia,ARM,2021-10-31,79.72
Armenia,ARM,2021-11-30,115.09
Armenia,ARM,2021-12-31,32.22
Armenia,ARM,2022-01-31,7.41
Armenia,ARM,2022-02-28,51.07
Armenia,ARM,2022-03-31,21.04
Armenia,ARM,2022-04-30,0.44
Armenia,ARM,2022-05-31,4.05
Armenia,ARM,2022-06-30,2.01
Armenia,ARM,2022-07-31,-2.42
Armenia,ARM,2022-08-31,8.61
Armenia,ARM,2022-09-30,29.81
Armenia,ARM,2022-10-31,5.48
Armenia,ARM,2022-11-30,-1.23
Armenia,ARM,2022-12-31,-2.4
Armenia,ARM,2023-01-31,1.75
Armenia,ARM,2023-02-28,-1.95
Armenia,ARM,2023-03-31,2.48
Armenia,ARM,2023-04-30,0.72
Armenia,ARM,2023-05-31,0.71
Armenia,ARM,2023-06-30,-1.21
Armenia,ARM,2023-07-31,-4.03
Armenia,ARM,2023-08-31,18.68
Armenia,ARM,2023-09-30,11.63
Armenia,ARM,2023-10-31,11.64
Aruba,ABW,2020-01-31,19.58
Aruba,ABW,2020-02-29,-2.61
Aruba,ABW,2020-03-31,27.81
Aruba,ABW,2020-04-30,1.18
Aruba,ABW,2020-05-31,-24.32
Aruba,ABW,2020-06-30,15.61
Aruba,ABW,2020-07-31,-13.76
Aruba,ABW,2020-08-31,13.92
Aruba,ABW,2020-09-30,59.84
Aruba,ABW,2020-10-31,28.39
Aruba,ABW,2020-11-30,-2.9
Aruba,ABW,2020-12-31,-6.1
Aruba,ABW,2021-01-31,19.51
Aruba,ABW,2021-02-28,53.44
Aruba,ABW,2021-03-31,40.11
Aruba,ABW,2021-04-30,62.39
Aruba,ABW,2021-05-31,12.56
Aruba,ABW,2021-06-30,-11.94
Aruba,ABW,2021-07-31,30.35
Aruba,ABW,2021-08-31,120.18
Aruba,ABW,2021-09-30,82.18
Aruba,ABW,2021-10-31,70.64
Aruba,ABW,2021-11-30,34.72
Aruba,ABW,2021-12-31,11.85
Australia,AUS,2020-01-05,-1.44
Australia,AUS,2020-01-12,-2.04
Australia,AUS,2020-01-19,-0.63
Australia,AUS,2020-01-26,2.89
Australia,AUS,2020-02-02,0.59
Australia,AUS,2020-02-09,-0.43
Australia,AUS,2020-02-16,3.99
Australia,AUS,2020-02-23,2.9
Australia,AUS,2020-03-01,4.82
Australia,AUS,2020-03-08,0.32
Australia,AUS,2020-03-15,1.77
Australia,AUS,2020-03-22,4.58
Australia,AUS,2020-03-29,5.59
Australia,AUS,2020-04-05,7.46
Australia,AUS,2020-04-12,3.33
Australia,AUS,2020-04-19,1.34
Australia,AUS,2020-04-26,0.34
Australia,AUS,2020-05-03,-1.2
Australia,AUS,2020-05-10,-0.83
Australia,AUS,2020-05-17,-1.14
Australia,AUS,2020-05-24,-1.47
Australia,AUS,2020-05-31,-3.08
Australia,AUS,2020-06-07,-7.05
Australia,AUS,2020-06-14,-5.13
Australia,AUS,2020-06-21,-7.89
Australia,AUS,2020-06-28,-9.52
Australia,AUS,2020-07-05,-6.93
Australia,AUS,2020-07-12,-7.06
Australia,AUS,2020-07-19,-9.13
Australia,AUS,2020-07-26,-6.05
Australia,AUS,2020-08-02,-4.27
Australia,AUS,2020-08-09,-3.57
Australia,AUS,2020-08-16,-2.64
Australia,AUS,2020-08-23,-7.91
Australia,AUS,2020-08-30,-8.89
Australia,AUS,2020-09-06,-6.99
Australia,AUS,2020-09-13,-6.19
Australia,AUS,2020-09-20,-8.88
Australia,AUS,2020-09-27,-4.14
Australia,AUS,2020-10-04,-3.03
Australia,AUS,2020-10-11,-6
Australia,AUS,2020-10-18,-5.62
Australia,AUS,2020-10-25,-4.9
Australia,AUS,2020-11-01,-2.32
Australia,AUS,2020-11-08,-0.84
Australia,AUS,2020-11-15,4
Australia,AUS,2020-11-22,0.04
Australia,AUS,2020-11-29,-1.61
Australia,AUS,2020-12-06,4.58
Australia,AUS,2020-12-13,-1.05
Australia,AUS,2020-12-20,1.69
Australia,AUS,2020-12-27,4.39
Australia,AUS,2021-01-03,1.67
Australia,AUS,2021-01-10,1.03
Australia,AUS,2021-01-17,-1.4
Australia,AUS,2021-01-24,6.29
Australia,AUS,2021-01-31,-0.26
Australia,AUS,2021-02-07,4.99
Australia,AUS,2021-02-14,0.11
Australia,AUS,2021-02-21,-0.31
Australia,AUS,2021-02-28,1.53
Australia,AUS,2021-03-07,3.08
Australia,AUS,2021-03-14,3.36
Australia,AUS,2021-03-21,4.42
Australia,AUS,2021-03-28,1.61
Australia,AUS,2021-04-04,2.93
Australia,AUS,2021-04-11,-2.28
Australia,AUS,2021-04-18,5.96
Australia,AUS,2021-04-25,5.52
Australia,AUS,2021-05-02,6.82
Australia,AUS,2021-05-09,8.56
Australia,AUS,2021-05-16,4.51
Australia,AUS,2021-05-23,4.43
Australia,AUS,2021-05-30,6.56
Australia,AUS,2021-06-06,1.89
Australia,AUS,2021-06-13,5.26
Australia,AUS,2021-06-20,4.83
Australia,AUS,2021-06-27,2.84
Australia,AUS,2021-07-04,1.58
Australia,AUS,2021-07-11,1.5
Australia,AUS,2021-07-18,3.34
Australia,AUS,2021-07-25,1.6
Australia,AUS,2021-08-01,2.47
Australia,AUS,2021-08-08,-1.92
Australia,AUS,2021-08-15,-3.58
Australia,AUS,2021-08-22,-2.99
Australia,AUS,2021-08-29,-5.93
Australia,AUS,2021-09-05,-4.17
Australia,AUS,2021-09-12,-4.62
Australia,AUS,2021-09-19,-0.12
Australia,AUS,2021-09-26,-2.28
Australia,AUS,2021-10-03,6.13
Australia,AUS,2021-10-10,2.09
Australia,AUS,2021-10-17,2.22
Australia,AUS,2021-10-24,4.01
Australia,AUS,2021-10-31,4.99
Australia,AUS,2021-11-07,4.7
Australia,AUS,2021-11-14,2.07
Australia,AUS,2021-11-21,8.62
Australia,AUS,2021-11-28,5.24
Australia,AUS,2021-12-05,6.53
Australia,AUS,2021-12-12,4.79
Australia,AUS,2021-12-19,4.98
Australia,AUS,2021-12-26,9.86
Australia,AUS,2022-01-02,6.67
Australia,AUS,2022-01-09,10.03
Australia,AUS,2022-01-16,23.76
Australia,AUS,2022-01-23,30.09
Australia,AUS,2022-01-30,27
Australia,AUS,2022-02-06,26.82
Australia,AUS,2022-02-13,19.34
Australia,AUS,2022-02-20,14.83
Australia,AUS,2022-02-27,12.46
Australia,AUS,2022-03-06,12.46
Australia,AUS,2022-03-13,5.51
Australia,AUS,2022-03-20,12.28
Australia,AUS,2022-03-27,10.83
Australia,AUS,2022-04-03,12.58
Australia,AUS,2022-04-10,13
Australia,AUS,2022-04-17,9.06
Australia,AUS,2022-04-24,12.29
Australia,AUS,2022-05-01,12.89
Australia,AUS,2022-05-08,17.62
Australia,AUS,2022-05-15,16.97
Australia,AUS,2022-05-22,12.64
Australia,AUS,2022-05-29,13.63
Australia,AUS,2022-06-05,17.3
Australia,AUS,2022-06-12,18.35
Australia,AUS,2022-06-19,23.16
Australia,AUS,2022-06-26,18.22
Australia,AUS,2022-07-03,13.74
Australia,AUS,2022-07-10,16.81
Australia,AUS,2022-07-17,17.77
Australia,AUS,2022-07-24,15.66
Australia,AUS,2022-07-31,15.42
Australia,AUS,2022-08-07,18.03
Australia,AUS,2022-08-14,14.92
Australia,AUS,2022-08-21,8.1
Australia,AUS,2022-08-28,6.07
Australia,AUS,2022-09-04,1.56
Australia,AUS,2022-09-11,4.81
Australia,AUS,2022-09-18,5.03
Australia,AUS,2022-09-25,6.05
Australia,AUS,2022-10-02,1.93
Australia,AUS,2022-10-09,4.46
Australia,AUS,2022-10-16,4.62
Australia,AUS,2022-10-23,8.35
Australia,AUS,2022-10-30,3.77
Australia,AUS,2022-11-06,6.48
Australia,AUS,2022-11-13,11.38
Australia,AUS,2022-11-20,11.33
Australia,AUS,2022-11-27,11.41
Australia,AUS,2022-12-04,10.73
Australia,AUS,2022-12-11,17.21
Australia,AUS,2022-12-18,12.06
Australia,AUS,2022-12-25,15.09
Australia,AUS,2023-01-01,12.26
Australia,AUS,2023-01-08,14.08
Australia,AUS,2023-01-15,7.59
Australia,AUS,2023-01-22,9.92
Australia,AUS,2023-01-29,6.6
Australia,AUS,2023-02-05,12.79
Australia,AUS,2023-02-12,5.99
Australia,AUS,2023-02-19,9.51
Australia,AUS,2023-02-26,5.47
Australia,AUS,2023-03-05,8.24
Australia,AUS,2023-03-12,9.26
Australia,AUS,2023-03-19,12.65
Australia,AUS,2023-03-26,8.75
Australia,AUS,2023-04-02,7.17
Australia,AUS,2023-04-09,5.79
Australia,AUS,2023-04-16,10.75
Australia,AUS,2023-04-23,12.39
Australia,AUS,2023-04-30,11.64
Australia,AUS,2023-05-07,11.33
Australia,AUS,2023-05-14,14.34
Australia,AUS,2023-05-21,15.63
Australia,AUS,2023-05-28,13.68
Australia,AUS,2023-06-04,15.89
Australia,AUS,2023-06-11,7.04
Australia,AUS,2023-06-18,6.38
Australia,AUS,2023-06-25,11.7
Australia,AUS,2023-07-02,7.16
Australia,AUS,2023-07-09,6.22
Australia,AUS,2023-07-16,3.75
Australia,AUS,2023-07-23,1.72
Australia,AUS,2023-07-30,0.65
Austria,AUT,2020-01-05,-12.1
Austria,AUT,2020-01-12,-9.87
Austria,AUT,2020-01-19,-0.81
Austria,AUT,2020-01-26,0.39
Austria,AUT,2020-02-02,5.62
Austria,AUT,2020-02-09,-9.75
Austria,AUT,2020-02-16,-6.44
Austria,AUT,2020-02-23,-6.69
Austria,AUT,2020-03-01,-4.02
Austria,AUT,2020-03-08,-2.19
Austria,AUT,2020-03-15,-0.96
Austria,AUT,2020-03-22,13.03
Austria,AUT,2020-03-29,5.47
Austria,AUT,2020-04-05,13.49
Austria,AUT,2020-04-12,14.6
Austria,AUT,2020-04-19,9.62
Austria,AUT,2020-04-26,6.08
Austria,AUT,2020-05-03,-0.8
Austria,AUT,2020-05-10,3.94
Austria,AUT,2020-05-17,-0.15
Austria,AUT,2020-05-24,2.51
Austria,AUT,2020-05-31,-1.65
Austria,AUT,2020-06-07,3.59
Austria,AUT,2020-06-14,-0.38
Austria,AUT,2020-06-21,-1.46
Austria,AUT,2020-06-28,0.99
Austria,AUT,2020-07-05,6.85
Austria,AUT,2020-07-12,-1.33
Austria,AUT,2020-07-19,-3.36
Austria,AUT,2020-07-26,-4.18
Austria,AUT,2020-08-02,-0.13
Austria,AUT,2020-08-09,-1.27
Austria,AUT,2020-08-16,8.33
Austria,AUT,2020-08-23,0.96
Austria,AUT,2020-08-30,2.9
Austria,AUT,2020-09-06,8.71
Austria,AUT,2020-09-13,8.17
Austria,AUT,2020-09-20,8.17
Austria,AUT,2020-09-27,2.7
Austria,AUT,2020-10-04,2.84
Austria,AUT,2020-10-11,5.32
Austria,AUT,2020-10-18,5.75
Austria,AUT,2020-10-25,15.95
Austria,AUT,2020-11-01,23.09
Austria,AUT,2020-11-08,31.1
Austria,AUT,2020-11-15,45.27
Austria,AUT,2020-11-22,54.19
Austria,AUT,2020-11-29,55.1
Austria,AUT,2020-12-06,56.82
Austria,AUT,2020-12-13,52.4
Austria,AUT,2020-12-20,34.8
Austria,AUT,2020-12-27,21.01
Austria,AUT,2021-01-03,14
Austria,AUT,2021-01-10,6.45
Austria,AUT,2021-01-17,3.79
Austria,AUT,2021-01-24,10.54
Austria,AUT,2021-01-31,9.44
Austria,AUT,2021-02-07,0.86
Austria,AUT,2021-02-14,-6.41
Austria,AUT,2021-02-21,-6.71
Austria,AUT,2021-02-28,-10.1
Austria,AUT,2021-03-07,-14.24
Austria,AUT,2021-03-14,-1.81
Austria,AUT,2021-03-21,-2.65
Austria,AUT,2021-03-28,1.56
Austria,AUT,2021-04-04,5.84
Austria,AUT,2021-04-11,3.17
Austria,AUT,2021-04-18,7.77
Austria,AUT,2021-04-25,9.04
Austria,AUT,2021-05-02,13.05
Austria,AUT,2021-05-09,11.19
Austria,AUT,2021-05-16,9.28
Austria,AUT,2021-05-23,2.11
Austria,AUT,2021-05-30,2.68
Austria,AUT,2021-06-06,11.25
Austria,AUT,2021-06-13,8.28
Austria,AUT,2021-06-20,8.78
Austria,AUT,2021-06-27,15.27
Austria,AUT,2021-07-04,5.51
Austria,AUT,2021-07-11,0.56
Austria,AUT,2021-07-18,3.64
Austria,AUT,2021-07-25,5.26
Austria,AUT,2021-08-01,1.03
Austria,AUT,2021-08-08,-4.93
Austria,AUT,2021-08-15,11.65
Austria,AUT,2021-08-22,9.07
Austria,AUT,2021-08-29,7.37
Austria,AUT,2021-09-05,6.17
Austria,AUT,2021-09-12,15.98
Austria,AUT,2021-09-19,8.94
Austria,AUT,2021-09-26,8.86
Austria,AUT,2021-10-03,11.88
Austria,AUT,2021-10-10,4.17
Austria,AUT,2021-10-17,5.66
Austria,AUT,2021-10-24,12.42
Austria,AUT,2021-10-31,22.96
Austria,AUT,2021-11-07,26.28
Austria,AUT,2021-11-14,33.68
Austria,AUT,2021-11-21,33.78
Austria,AUT,2021-11-28,37.63
Austria,AUT,2021-12-05,40.03
Austria,AUT,2021-12-12,30.17
Austria,AUT,2021-12-19,18.23
Austria,AUT,2021-12-26,10.53
Austria,AUT,2022-01-02,5.86
Austria,AUT,2022-01-09,-4.62
Austria,AUT,2022-01-16,-11.12
Austria,AUT,2022-01-23,-0.13
Austria,AUT,2022-01-30,-0.73
Austria,AUT,2022-02-06,-3.17
Austria,AUT,2022-02-13,-0.58
Austria,AUT,2022-02-20,3.86
Austria,AUT,2022-02-27,-0.38
Austria,AUT,2022-03-06,5.92
Austria,AUT,2022-03-13,3.49
Austria,AUT,2022-03-20,10.01
Austria,AUT,2022-03-27,22.7
Austria,AUT,2022-04-03,16.4
Austria,AUT,2022-04-10,21.43
Austria,AUT,2022-04-17,14.88
Austria,AUT,2022-04-24,6.4
Austria,AUT,2022-05-01,12.3
Austria,AUT,2022-05-08,10.25
Austria,AUT,2022-05-15,6.97
Austria,AUT,2022-05-22,7.09
Austria,AUT,2022-05-29,5.32
Austria,AUT,2022-06-05,9.1
Austria,AUT,2022-06-12,10.01
Austria,AUT,2022-06-19,10.41
Austria,AUT,2022-06-26,14.75
Austria,AUT,2022-07-03,15.59
Austria,AUT,2022-07-10,8.85
Austria,AUT,2022-07-17,10.76
Austria,AUT,2022-07-24,22.99
Austria,AUT,2022-07-31,13.89
Austria,AUT,2022-08-07,8.08
Austria,AUT,2022-08-14,6.98
Austria,AUT,2022-08-21,12.89
Austria,AUT,2022-08-28,5.74
Austria,AUT,2022-09-04,-0.33
Austria,AUT,2022-09-11,9.57
Austria,AUT,2022-09-18,9.07
Austria,AUT,2022-09-25,13.54
Austria,AUT,2022-10-02,14.86
Austria,AUT,2022-10-09,21.24
Austria,AUT,2022-10-16,13.73
Austria,AUT,2022-10-23,14.88
Austria,AUT,2022-10-30,18.69
Austria,AUT,2022-11-06,11.2
Austria,AUT,2022-11-13,12.43
Austria,AUT,2022-11-20,12.35
Austria,AUT,2022-11-27,11.08
Austria,AUT,2022-12-04,18.62
Austria,AUT,2022-12-11,16.27
Austria,AUT,2022-12-18,32.72
Austria,AUT,2022-12-25,35.5
Austria,AUT,2023-01-01,30.32
Austria,AUT,2023-01-08,28.02
Austria,AUT,2023-01-15,12.01
Austria,AUT,2023-01-22,0.94
Austria,AUT,2023-01-29,-0.58
Austria,AUT,2023-02-05,-4.58
Austria,AUT,2023-02-12,-10.3
Austria,AUT,2023-02-19,-4.33
Austria,AUT,2023-02-26,0.73
Austria,AUT,2023-03-05,-0.11
Austria,AUT,2023-03-12,3.18
Austria,AUT,2023-03-19,3.61
Austria,AUT,2023-03-26,7.43
Austria,AUT,2023-04-02,0.64
Austria,AUT,2023-04-09,4.26
Austria,AUT,2023-04-16,6.15
Austria,AUT,2023-04-23,10.83
Austria,AUT,2023-04-30,8.91
Austria,AUT,2023-05-07,5.66
Austria,AUT,2023-05-14,9.55
Austria,AUT,2023-05-21,1.71
Austria,AUT,2023-05-28,5.34
Austria,AUT,2023-06-04,4.97
Austria,AUT,2023-06-11,2.15
Austria,AUT,2023-06-18,3.39
Austria,AUT,2023-06-25,9.34
Austria,AUT,2023-07-02,-2.1
Austria,AUT,2023-07-09,3.28
Austria,AUT,2023-07-16,8.77
Austria,AUT,2023-07-23,2.31
Austria,AUT,2023-07-30,-5.05
Austria,AUT,2023-08-06,-7.59
Austria,AUT,2023-08-13,5.49
Austria,AUT,2023-08-20,3.4
Austria,AUT,2023-08-27,9.43
Austria,AUT,2023-09-03,-4.11
Austria,AUT,2023-09-10,7.73
Austria,AUT,2023-09-17,8.32
Austria,AUT,2023-09-24,2.71
Austria,AUT,2023-10-01,-1.52
Austria,AUT,2023-10-08,-0.76
Azerbaijan,AZE,2020-01-31,-5.03
Azerbaijan,AZE,2020-02-29,1.16
Azerbaijan,AZE,2020-03-31,23.06
Azerbaijan,AZE,2020-04-30,-14.86
Azerbaijan,AZE,2020-05-31,-10.79
Azerbaijan,AZE,2020-06-30,45.57
Azerbaijan,AZE,2020-07-31,28.08
Azerbaijan,AZE,2020-08-31,8.12
Azerbaijan,AZE,2020-09-30,8.33
Azerbaijan,AZE,2020-10-31,25.12
Azerbaijan,AZE,2020-11-30,77.27
Azerbaijan,AZE,2020-12-31,192.4
Azerbaijan,AZE,2021-01-31,45.33
Azerbaijan,AZE,2021-02-28,6.99
Azerbaijan,AZE,2021-03-31,19.72
Azerbaijan,AZE,2021-04-30,38.77
Azerbaijan,AZE,2021-05-31,12.12
Azerbaijan,AZE,2021-06-30,21.02
Azerbaijan,AZE,2021-07-31,0.95
Azerbaijan,AZE,2021-08-31,38.16
Azerbaijan,AZE,2021-09-30,79.24
Azerbaijan,AZE,2021-10-31,28.59
Azerbaijan,AZE,2021-11-30,59.86
Azerbaijan,AZE,2021-12-31,42.54
Azerbaijan,AZE,2022-01-31,8.86
Azerbaijan,AZE,2022-02-28,29.67
Azerbaijan,AZE,2022-03-31,29.13
Azerbaijan,AZE,2022-04-30,-6.37
Azerbaijan,AZE,2022-05-31,-10.89
Azerbaijan,AZE,2022-06-30,3.73
Azerbaijan,AZE,2022-07-31,-9.44
Azerbaijan,AZE,2022-08-31,-3.44
Azerbaijan,AZE,2022-09-30,8.8
Azerbaijan,AZE,2022-10-31,-12.77
Azerbaijan,AZE,2022-11-30,8.96
Azerbaijan,AZE,2022-12-31,2.02
Azerbaijan,AZE,2023-01-31,4.61
Azerbaijan,AZE,2023-02-28,5.85
Azerbaijan,AZE,2023-03-31,13.97
Azerbaijan,AZE,2023-04-30,-16.07
Azerbaijan,AZE,2023-05-31,0.6
Azerbaijan,AZE,2023-06-30,-7.99
Azerbaijan,AZE,2023-07-31,-2.55
Azerbaijan,AZE,2023-08-31,11.69
Azerbaijan,AZE,2023-09-30,6.29
Bahamas,BHS,2020-01-31,1.63
Bahamas,BHS,2020-02-29,-10.01
Bahamas,BHS,2020-03-31,-5.53
Bahamas,BHS,2020-04-30,2.16
Bahamas,BHS,2020-05-31,-12.05
Bahamas,BHS,2020-06-30,-8.42
Bahamas,BHS,2020-07-31,11.54
Bahamas,BHS,2020-08-31,38.32
Bahamas,BHS,2020-09-30,36.84
Bahamas,BHS,2020-10-31,45.47
Bahamas,BHS,2020-11-30,16.67
Bahamas,BHS,2020-12-31,3.04
Bahamas,BHS,2021-01-31,-7.73
Bahamas,BHS,2021-02-28,-11.12
Bahamas,BHS,2021-03-31,-1.89
Bahamas,BHS,2021-04-30,5.86
Bahamas,BHS,2021-05-31,0.6
Bahamas,BHS,2021-06-30,2.64
Bahamas,BHS,2021-07-31,37.07
Bahamas,BHS,2021-08-31,114.29
Bahamas,BHS,2021-09-30,106.26
Bahamas,BHS,2021-10-31,74.74
Bahamas,BHS,2021-11-30,4.08
Bahamas,BHS,2021-12-31,13.16
Barbados,BRB,2020-01-31,-10.34
Barbados,BRB,2020-02-29,-2.78
Barbados,BRB,2020-03-31,8.64
Barbados,BRB,2020-04-30,-17.64
Barbados,BRB,2020-05-31,-4.15
Barbados,BRB,2020-06-30,9.37
Barbados,BRB,2020-07-31,0.17
Barbados,BRB,2020-08-31,9.39
Barbados,BRB,2020-09-30,-21.76
Barbados,BRB,2020-10-31,-9.64
Barbados,BRB,2020-11-30,-11.06
Barbados,BRB,2020-12-31,7.97
Barbados,BRB,2021-01-31,-40.22
Barbados,BRB,2021-02-28,-6.54
Barbados,BRB,2021-03-31,40.24
Barbados,BRB,2021-04-30,-16.81
Barbados,BRB,2021-05-31,-15.2
Barbados,BRB,2021-06-30,10.51
Barbados,BRB,2021-07-31,-38.78
Barbados,BRB,2021-08-31,13.76
Barbados,BRB,2021-09-30,-3.28
Barbados,BRB,2021-10-31,9.84
Barbados,BRB,2021-11-30,24.17
Barbados,BRB,2021-12-31,40.23
Barbados,BRB,2022-01-31,0.88
Barbados,BRB,2022-02-28,18.55
Barbados,BRB,2022-03-31,79.88
Barbados,BRB,2022-04-30,26.18
Barbados,BRB,2022-05-31,3.54
Barbados,BRB,2022-06-30,26.1
Barbados,BRB,2022-07-31,-25.4
Barbados,BRB,2022-08-31,32.29
Barbados,BRB,2022-09-30,2.41
Barbados,BRB,2022-10-31,6.95
Barbados,BRB,2022-11-30,-2.86
Barbados,BRB,2022-12-31,8.06
Barbados,BRB,2023-01-31,3.58
Barbados,BRB,2023-02-28,17.41
Barbados,BRB,2023-03-31,16.49
Barbados,BRB,2023-04-30,-13.12
Barbados,BRB,2023-05-31,23.11
Barbados,BRB,2023-06-30,32.04
Barbados,BRB,2023-07-31,-5.13
Barbados,BRB,2023-08-31,34.27
Barbados,BRB,2023-09-30,7.13
